MedInc,HouseAge,AveRooms
5.1321,23.0,5.160388821385176
3.238,40.0,4.177619893428064
3.0536,36.0,4.9614243323442135
5.2533,22.0,5.257093723129836
3.1625,23.0,5.773399014778325
3.4676,21.0,4.327981651376147
1.6435,25.0,5.070726915520629
2.1581,33.0,4.2727272727272725
3.7617,23.0,5.818652849740933
1.365,40.0,4.756676557863502
4.9464,41.0,4.994269340974212
4.2917,13.0,6.4605263157894735
3.5282,31.0,5.26056338028169
5.0962,17.0,6.063551401869159
4.5556,17.0,8.79058327477161
3.9464,20.0,7.644329896907217
2.7321,28.0,5.043269230769231
5.7409,19.0,6.395348837209302
3.4531,23.0,4.021339220014717
4.3816,35.0,6.126984126984127
3.0556,18.0,5.473958333333333
7.0592,16.0,7.434579439252336
8.0922,15.0,7.2477558348294435
3.3906,33.0,5.695550351288056
5.1416,24.0,5.944281524926686
5.253,5.0,7.093508500772797
7.0352,24.0,7.867579908675799
1.7829,47.0,5.128878281622912
2.5417,50.0,5.964980544747082
6.112,29.0,6.692477876106195
5.5102,7.0,7.354154390100176
3.5735,30.0,4.782089552238806
3.3281,32.0,5.067901234567901
2.3542,39.0,3.861635220125786
6.5841,14.0,7.271375464684015
8.0409,8.0,7.483050847457627
3.767,35.0,4.9786476868327405
4.4094,52.0,5.158227848101266
2.6579,32.0,4.760456273764259
4.6389,17.0,5.6683168316831685
5.2818,35.0,5.715909090909091
0.9782,41.0,3.953995157384988
4.2329,5.0,5.734078212290503
15.0001,52.0,8.0
2.735,26.0,5.672794117647059
4.0156,28.0,4.646987951807229
3.4327,35.0,5.883333333333334
7.9184,19.0,5.970890410958904
3.5857,4.0,4.799764428739694
4.0735,35.0,6.137931034482759
4.4453,42.0,5.336
2.1217,38.0,5.557377049180328
1.9385,28.0,3.6
3.4872,18.0,5.408759124087592
4.4821,42.0,5.481684981684982
3.5987,19.0,6.167259786476868
4.3,20.0,6.270676691729324
4.2414,49.0,4.857142857142857
2.5847,17.0,5.764344262295082
3.6312,7.0,4.579741379310345
6.5372,52.0,7.166666666666667
2.1378,39.0,3.7617834394904457
3.7102,22.0,4.764568764568764
5.9714,35.0,6.23015873015873
4.175,36.0,5.398601398601398
3.0897,24.0,5.136245110821382
3.1534,19.0,5.35251798561151
2.8192,29.0,5.350378787878788
1.1468,39.0,4.123015873015873
2.5677,16.0,4.326133909287257
4.7708,19.0,4.9798850574712645
1.8403,47.0,4.723463687150838
7.226,12.0,8.24468085106383
2.5444,30.0,4.847953216374269
3.2083,46.0,4.495967741935484
2.4623,17.0,5.680701754385965
5.4886,6.0,6.739217652958876
12.7823,38.0,7.422480620155039
4.7431,35.0,4.621730382293762
4.7464,28.0,4.714285714285714
10.156,26.0,7.8669950738916254
3.625,20.0,3.561139028475712
2.5417,45.0,5.009404388714733
4.9135,52.0,7.188811188811189
4.023,14.0,5.594736842105263
3.3625,13.0,5.0443951165371805
3.7887,52.0,4.926724137931035
2.5284,11.0,3.478527607361963
3.05,20.0,4.216216216216216
5.6392,18.0,5.951644100580271
2.8818,50.0,5.202614379084968
3.7159,20.0,5.442655935613682
3.4485,38.0,5.076502732240437
3.875,27.0,6.285714285714286
3.6852,52.0,4.710280373831775
2.3068,12.0,4.145092460881934
4.8836,16.0,6.5233644859813085
3.755,15.0,5.363076923076923
5.2333,34.0,4.868020304568528
2.0764,40.0,3.886262924667651
2.7863,19.0,5.668817204301075
1.9417,32.0,7.647058823529412
6.3911,29.0,6.717908082408875
2.4213,12.0,3.7448275862068967
1.7572,18.0,4.732142857142857
3.3958,37.0,6.018691588785047
3.5529,27.0,5.576182136602452
3.9699,24.0,4.033123028391167
3.371,17.0,4.04969696969697
3.0,5.0,6.067796610169491
4.1042,36.0,5.4319809069212415
4.9318,20.0,6.247678018575852
2.9219,37.0,4.5995670995671
3.9866,36.0,6.360128617363344
2.1875,19.0,4.197309417040358
5.373,36.0,5.375886524822695
3.2589,18.0,6.372146118721461
5.6047,34.0,5.369565217391305
6.3617,20.0,6.82962962962963
5.6399,14.0,6.389140271493213
3.0625,33.0,4.338028169014085
1.625,18.0,6.028268551236749
1.725,44.0,4.475409836065574
1.6667,13.0,4.015923566878981
6.48,44.0,6.045070422535211
2.0885,36.0,3.964391691394659
1.8571,39.0,4.914342629482071
3.8047,35.0,5.015037593984962
6.0749,39.0,6.751851851851852
4.4034,5.0,6.427829698857736
1.8792,41.0,4.254545454545455
4.0911,43.0,3.7867867867867866
3.5694,41.0,5.03793626707132
2.4821,26.0,4.125
3.1211,36.0,4.243961352657005
4.4375,37.0,5.6015625
3.3611,24.0,4.10304449648712
1.9511,11.0,4.816326530612245
3.0714,16.0,5.484615384615385
3.0795,36.0,5.1571428571428575
2.6098,23.0,6.385542168674699
2.9048,32.0,5.809859154929577
4.2926,32.0,5.407079646017699
15.0001,37.0,8.659574468085106
3.6111,15.0,5.0
7.1053,15.0,6.52054794520548
3.6492,8.0,4.577447335811648
3.8864,33.0,4.2175141242937855
5.2185,16.0,11.028571428571428
1.4917,35.0,3.847290640394089
4.4435,35.0,6.191836734693878
1.875,16.0,4.436647173489279
1.9653,41.0,5.258382642998027
2.1845,39.0,7.876404494382022
3.4408,32.0,5.3201133144475925
3.2946,52.0,3.714592274678112
3.7045,6.0,5.353474320241692
3.7917,35.0,5.856209150326797
2.6094,34.0,6.367088607594937
4.1447,11.0,5.630952380952381
4.2206,40.0,5.164835164835165
1.8472,38.0,4.2482662968099865
7.3861,16.0,5.661596958174905
4.1852,44.0,4.991228070175438
5.5676,16.0,7.469428007889546
3.1484,52.0,4.578034682080925
2.6696,19.0,5.153846153846154
7.2025,9.0,6.324675324675325
3.7833,17.0,6.057692307692308
2.8643,42.0,4.8273972602739725
2.881,47.0,3.8613138686131374
1.8365,43.0,4.419512195121952
2.2311,52.0,2.879120879120879
3.7175,17.0,6.606914212548015
3.3917,25.0,4.770114942528736
5.32,16.0,6.186153846153847
3.9187,25.0,5.07469244288225
6.8742,25.0,5.900479616306955
2.0875,13.0,3.5259740259740258
6.0398,19.0,6.658031088082901
4.0417,43.0,5.2
3.3889,32.0,4.338730569948186
6.3721,12.0,7.617157490396927
10.7339,35.0,8.570048309178745
3.0625,14.0,5.48695652173913
5.0267,5.0,6.086896551724138
8.401,26.0,7.530805687203792
3.0921,14.0,16.67153284671533
2.4387,34.0,2.7439903846153846
5.0294,27.0,6.427884615384615
5.5922,35.0,6.219373219373219
1.3286,17.0,5.272965879265092
6.2892,22.0,6.127214170692431
2.8841,46.0,4.851015801354402
3.6354,7.0,6.307152875175316
3.725,35.0,3.4433198380566803
3.994,29.0,5.502747252747253
5.8904,24.0,6.651840490797546
4.3897,29.0,6.271739130434782
1.0,52.0,3.9270833333333335
7.4863,23.0,6.585023400936038
2.2765,30.0,4.021645021645021
5.2416,37.0,5.349081364829396
3.8819,19.0,4.7552
3.7933,25.0,4.648183556405353
2.5909,43.0,5.147208121827411
4.0815,36.0,5.837758112094395
3.2846,19.0,7.079500283929585
1.9833,23.0,6.631147540983607
5.2203,18.0,7.191780821917808
4.2813,52.0,5.410628019323672
3.2464,26.0,5.496774193548387
5.2,10.0,5.043296089385475
2.6779,26.0,5.467871485943775
4.25,52.0,5.736979166666667
2.5509,32.0,3.6805555555555554
5.6038,34.0,6.626488095238095
5.6426,35.0,6.745945945945946
7.9835,27.0,8.187817258883248
3.3438,25.0,4.297674418604651
5.93,16.0,5.958656330749354
3.0042,18.0,5.201453790238837
1.2094,21.0,3.1817116060961315
3.4063,33.0,3.756
5.6266,36.0,5.981012658227848
1.8606,32.0,4.717703349282297
1.6875,52.0,4.703225806451613
2.9441,39.0,4.805008944543828
4.0167,35.0,4.966367713004484
3.141,43.0,5.0736
4.7612,18.0,4.9625
2.0549,44.0,3.8976833976833976
2.1434,20.0,5.755952380952381
1.7039,48.0,4.194774346793349
4.7143,26.0,5.940988835725678
1.8438,45.0,4.996350364963504
1.9688,31.0,4.10801393728223
5.311,8.0,6.464096749811035
9.7646,23.0,4.975609756097561
10.8111,22.0,8.944444444444445
3.5781,44.0,5.262962962962963
5.4051,27.0,5.747553816046967
6.5783,15.0,5.9335443037974684
2.25,32.0,4.851612903225806
2.925,19.0,5.649321266968326
1.6607,30.0,4.043010752688172
1.4048,16.0,5.071823204419889
3.9506,11.0,5.516746411483253
3.5313,26.0,4.341530054644808
2.5568,44.0,4.57037037037037
1.5174,43.0,4.609004739336493
4.8462,36.0,5.752969121140143
3.6852,3.0,5.698989898989899
4.6118,35.0,5.812371134020618
4.1696,18.0,6.166101694915255
4.6587,10.0,5.838709677419355
7.0242,18.0,6.935727788279773
1.4497,25.0,2.7204176334106727
4.5476,29.0,5.666666666666667
1.5369,39.0,3.6213389121338913
4.0893,35.0,5.26775956284153
2.0536,9.0,3.950704225352113
5.4035,44.0,5.616541353383458
10.1675,23.0,8.834285714285715
2.4866,37.0,4.518779342723005
10.5142,23.0,7.683431952662722
2.5263,34.0,4.4631956912028725
5.3558,14.0,6.4555403556771545
3.1429,36.0,6.042553191489362
4.0238,15.0,3.849056603773585
6.9553,35.0,7.307392996108949
2.375,17.0,4.238095238095238
6.2073,31.0,5.934020618556701
7.9135,21.0,7.928571428571429
5.8855,18.0,6.535809018567639
6.6265,30.0,6.022292993630574
4.2065,52.0,5.6826484018264845
3.911,4.0,4.508455467869222
2.3859,36.0,4.075371549893843
2.9922,35.0,4.719844357976654
3.4,27.0,4.203076923076923
3.5673,47.0,5.543766578249337
2.3542,40.0,3.850427350427352
2.9097,31.0,4.263852242744063
3.9567,52.0,5.173664122137405
3.25,52.0,4.324561403508772
11.2185,52.0,8.300835654596101
3.6719,49.0,4.934959349593496
2.1432,33.0,3.808270676691729
4.744,10.0,6.310258548790659
2.3712,14.0,5.304651162790698
4.5446,36.0,6.437299035369775
4.8359,25.0,6.602316602316602
3.2371,21.0,5.996078431372549
2.1927,29.0,2.9446460980036298
